Age (Birthdate),Program Selection: Program Selection Name,Admissions Status
31,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
41,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
37,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
50,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
44,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
35,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
43,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
33,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
50,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
47,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
38,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
53,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
36,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
36,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
37,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Not Coming
39,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Not Coming
28,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Withdrawn
47,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Withdrawn
25,Public Administration - Dual MPA/MA Public Administration Criminal Justice (MPA),Started App
22,Public Administration - Dual MPA/MA Public Administration Criminal Justice (MPA),Started App
38,Public Administration - Dual MPA/MA Public Administration Criminal Justice (MPA),Started App
41,Public Administration - Dual MPA/MA Public Administration Criminal Justice (MPA),Started App
32,Public Administration - Dual MPA/MA Public Administration Criminal Justice (MPA),Started App
36,Public Administration - Dual MPA/MA Public Administration Criminal Justice (MPA),Started App
26,Public Administration - Dual MPA/MA Public Administration Criminal Justice (MPA),Started App
24,Public Administration - Dual MPA/MA Public Administration Criminal Justice (MPA),Started App
24,Public Administration - On Campus (MPA),Started App
41,Public Administration - On Campus (MPA),Started App
32,Public Administration - On Campus (MPA),Started App
29,Public Administration - On Campus (MPA),Started App
30,Public Administration - On Campus (MPA),Started App
24,Public Administration - On Campus (MPA),Started App
34,Public Administration - On Campus (MPA),Started App
32,Public Administration - On Campus (MPA),Started App
23,Public Administration - On Campus (MPA),Started App
30,Public Administration - On Campus (MPA),Started App
27,Public Administration - On Campus (MPA),Started App
35,Public Administration - On Campus (MPA),Started App
32,Public Administration - On Campus (MPA),Started App
24,Public Administration - On Campus (MPA),Started App
30,Public Administration - On Campus (MPA),Started App
27,Public Administration - On Campus (MPA),Started App
41,Public Administration - On Campus (MPA),Started App
40,Public Administration - On Campus (MPA),Started App
29,Public Administration - On Campus (MPA),Started App
34,Public Administration - On Campus (MPA),Started App
24,Public Administration - On Campus (MPA),Started App
31,Public Administration - On Campus (MPA),Started App
28,Public Administration - On Campus (MPA),Started App
30,Public Administration - On Campus (MPA),Started App
38,Public Administration - On Campus (MPA),Started App
49,Public Administration - On Campus (MPA),Started App
49,Public Administration - On Campus (MPA),Started App
36,Public Administration - On Campus (MPA),Started App
24,Public Administration - On Campus (MPA),Started App
22,Public Administration - On Campus (MPA),Started App
43,Public Administration - On Campus (MPA),Started App
34,Public Administration - On Campus (MPA),Started App
35,Public Administration - On Campus (MPA),Started App
42,Public Administration - On Campus (MPA),Started App
28,Public Administration - On Campus (MPA),Started App
25,Public Administration - On Campus (MPA),Started App
29,Public Administration - On Campus (MPA),Submitted App
26,Public Administration - On Campus (MPA),Submitted App
38,Public Administration - On Campus (MPA),Submitted App
26,Public Administration - On Campus (MPA),Submitted App
32,Public Administration - On Campus (MPA),Submitted App
38,Public Administration - On Campus (MPA),Submitted App
26,Public Administration - On Campus (MPA),Submitted App
27,Public Administration - On Campus (MPA),Submitted App
35,Public Administration - On Campus (MPA),Submitted App
23,Public Administration - On Campus (MPA),Submitted App
26,Public Administration - On Campus (MPA),Complete App
23,Public Administration - On Campus (MPA),Complete App
27,Public Administration - On Campus (MPA),Complete App
26,Public Administration - On Campus (MPA),Admit
23,Public Administration - On Campus (MPA),Admit
27,Public Administration - On Campus (MPA),Admit-Coming
25,Public Administration - On Campus (MPA),Admit-Coming
23,Public Administration - On Campus (MPA),Admit-Coming
25,Public Administration - On Campus (MPA),Admit-Coming
36,Public Administration - On Campus (MPA),Admit-Coming
24,Public Administration - On Campus (MPA),Admit-Coming
23,Public Administration - On Campus (MPA),Admit-Coming
53,Public Administration - On Campus (MPA),Admit-Coming
29,Public Administration - On Campus (MPA),Admit-Coming
22,Public Administration - On Campus (MPA),Admit-Coming
41,Public Administration - On Campus (MPA),Admit-Coming
28,Public Administration - On Campus (MPA),Admit-Coming
28,Public Administration - On Campus (MPA),Admit-Coming
24,Public Administration - On Campus (MPA),Admit-Coming
29,Public Administration - On Campus (MPA),Admit-Coming
40,Public Administration - On Campus (MPA),Admit-Coming
36,Public Administration - On Campus (MPA),Admit-Coming
26,Public Administration - On Campus (MPA),Admit-Coming
23,Public Administration - On Campus (MPA),Admit-Coming
40,Public Administration - On Campus (MPA),Admit-Coming
43,Public Administration - On Campus (MPA),Admit-Coming
31,Public Administration - On Campus (MPA),Admit-Not Coming
35,Public Administration - On Campus (MPA),Admit-Not Coming
24,Public Administration - On Campus (MPA),Admit-Not Coming
25,Public Administration - On Campus (MPA),Admit-Not Coming
29,Public Administration - On Campus (MPA),Admit-Not Coming
44,Public Administration - On Campus (MPA),Admit-Not Coming
24,Public Administration - On Campus (MPA),Admit-Not Coming
37,Public Administration - On Campus (MPA),Admit-Not Coming
34,Public Administration - On Campus (MPA),Admit-Not Coming
41,Public Administration - On Campus (MPA),Admit-Not Coming
38,Public Administration - On Campus (MPA),Admit-Not Coming
35,Public Administration - On Campus (MPA),Admit-Not Coming
24,Public Administration - On Campus (MPA),Admit-Not Coming
36,Public Administration - On Campus (MPA),Admit-Not Coming
30,Public Administration - On Campus (MPA),Admit-Not Coming
36,Public Administration - On Campus (MPA),Admit-Not Coming
28,Public Administration - On Campus (MPA),Admit-Not Coming
28,Public Administration - On Campus (MPA),Admit-Not Coming
35,Public Administration - On Campus (MPA),Admit-Not Coming
27,Public Administration - On Campus (MPA),Admit-Withdrawn
24,Public Administration - On Campus (MPA),Admit-Withdrawn
43,Public Administration - On Campus (MPA),Admit-Withdrawn
36,Public Administration - On Campus (MPA),Admit-Withdrawn
25,Public Administration - On Campus (MPA),Admit-Withdrawn
25,Public Administration - On Campus (MPA),Admit-Withdrawn
35,Public Administration - On Campus (MPA),Deferred to Fall
41,Public Administration - On Campus (MPA),Deferred to Fall
34,Public Administration - On Campus (MPA),Deferred to Fall
38,Public Administration - On Campus (MPA),Deferred to Fall
30,Public Administration - On Campus (MPA),Deferred to Fall
38,Public Administration - On Campus (MPA),Deferred to Fall
43,Public Administration - On Campus (MPA),Deferred to Fall
36,Public Administration - On Campus (MPA),Deferred to Fall
29,Public Administration - On Campus (MPA),Deferred to Fall
36,Public Administration - On Campus (MPA),Deferred to Fall
23,Public Administration - On Campus (MPA),Deferred to Spring
27,Public Administration - On Campus (MPA),Withdrawn
32,Public Administration - On Campus (MPA),Withdrawn
31,Public Administration - On Campus (MPA),Withdrawn
41,Public Administration - On Campus (MPA),Withdrawn
34,Public Administration - On Campus (MPA),Withdrawn
37,Public Administration - On Campus (MPA),Withdrawn
27,Public Administration - On Campus (MPA),Withdrawn
39,Public Administration - On Campus (MPA),Withdrawn
29,Public Administration - On Campus (MPA),Withdrawn
36,Public Administration - On Campus (MPA),Withdrawn
27,Public Administration - On Campus (MPA),Withdrawn
41,Public Administration - On Campus (MPA),Withdrawn
37,Public Administration - On Campus (MPA),Withdrawn
34,Public Administration - On Campus (MPA),Withdrawn
29,Public Administration - On Campus (MPA),Withdrawn
31,Public Administration - On Campus (MPA),Withdrawn
42,Public Administration - On Campus (MPA),Withdrawn
24,Public Administration - On Campus (MPA),Withdrawn
29,Public Administration - On Campus (MPA),Withdrawn
36,Public Administration - On Campus (MPA),Denied
24,Public Administration - On Campus (MPA),Denied
35,Public Administration - On Campus (MPA),Denied
44,Public Administration - On Campus (MPA),Denied
29,Public Administration - On Campus (MPA),Denied
32,Public Administration - On Campus (MPA),Denied
35,Public Administration - On Campus (MPA),Denied
36,Public Administration - On Campus (MPA),Denied
34,Public Administration - On Campus (MPA),Denied
27,Public Administration - On Campus (MPA),Denied
23,Public Administration - On Campus (MPA),Denied
29,Public Administration - On Campus (MPA),Denied
22,Public Administration - On Campus (MPA),Denied
29,Public Administration - On Campus (MPA),Denied
25,Public Administration - On Campus (MPA),Denied
34,Public Administration - On Campus (MPA),Denied
23,Public Administration - On Campus (MPA),Denied
48,Public Administration - On Campus (MPA),Denied
29,Public Administration - On Campus (MPA),Denied
55,Public Administration - On Campus (MPA),Denied
26,Public Administration - On Campus (MPA),Denied
33,Public Administration - On Campus (MPA),Denied
26,Public Administration - On Campus (NOD),Started App
38,Public Administration - On Campus (NOD),Started App
23,Public Administration - On Campus (NOD),Started App
48,Public Administration - On Campus (NOD),Submitted App
45,Public Administration - On Campus (NOD),Admit-Coming
41,Public Administration - On Campus (NOD),Withdrawn
30,Public Administration - On Campus (NOD),Withdrawn
49,Public Administration - On Campus (NOD),Withdrawn
38,Public Affairs/Community Development (MS),Started App
33,Public Affairs/Community Development (MS),Started App
40,Public Affairs/Community Development (MS),Started App
46,Public Affairs/Community Development (MS),Started App
35,Public Affairs/Community Development (MS),Started App
38,Public Affairs/Community Development (MS),Started App
25,Public Affairs/Community Development (MS),Started App
23,Public Affairs/Community Development (MS),Started App
24,Public Affairs/Community Development (MS),Admit-Coming
49,Public Affairs/Community Development (MS),Admit-Coming
37,Public Affairs/Community Development (MS),Admit-Coming
31,Public Affairs/Community Development (MS),Admit-Not Coming
35,Public Affairs/Community Development (MS),Admit-Not Coming
30,Public Affairs/Community Development (MS),Admit-Not Coming
29,Public Affairs/Community Development (MS),Admit-Not Coming
36,Public Affairs/Community Development (MS),Admit-Not Coming
35,Public Affairs/Community Development (MS),Admit-Not Coming
22,Public Affairs/Community Development (MS),Admit-Not Coming
29,Public Affairs/Community Development (MS),Admit-Not Coming
23,Public Affairs/Community Development (MS),Admit-Withdrawn
22,Public Affairs/Community Development (MS),Admit-Withdrawn
26,Public Affairs/Community Development (MS),Admit-Withdrawn
25,Public Affairs/Community Development (MS),Admit-Withdrawn
29,Public Affairs/Community Development (MS),Admit-Withdrawn
25,Public Affairs/Community Development (MS),Admit-Withdrawn
54,Public Affairs/Community Development (MS),Withdrawn
27,Public Affairs/Community Development (MS),Withdrawn
37,Public Affairs/Community Development (MS),Withdrawn
30,Public Affairs/Community Development (MS),Withdrawn
27,Public Affairs/Community Development (MS),Withdrawn
27,Public Affairs/Community Development (MS),Withdrawn
54,Public Affairs/Community Development (MS),Withdrawn
28,Public Affairs/Community Development (MS),Withdrawn
29,Public Affairs/Community Development (MS),Withdrawn
38,Public Affairs/Community Development (MS),Withdrawn
29,Public Affairs/Community Development (MS),Withdrawn
45,Public Affairs/Community Development (MS),Withdrawn
26,Public Affairs/Community Development (MS),Withdrawn
26,Public Affairs/Community Development (MS),Withdrawn
51,Public Affairs/Community Development (MS),Withdrawn
37,Public Affairs/Community Development (MS),Withdrawn
40,Public Affairs/Community Development (MS),Withdrawn
26,Public Affairs/Community Development (MS),Withdrawn
40,Public Affairs/Community Development (MS),Denied
30,Public Affairs/Community Development (MS),Denied
23,Public Affairs/Community Development (MS),Denied
30,Public Affairs/Community Development (MS),Denied
33,Public Affairs/Community Development (PHD),Started App
28,Public Affairs/Community Development (PHD),Started App
44,Public Affairs/Community Development (PHD),Started App
32,Public Affairs/Community Development (PHD),Started App
47,Public Affairs/Community Development (PHD),Started App
27,Public Affairs/Community Development (PHD),Started App
39,Public Affairs/Community Development (PHD),Started App
27,Public Affairs/Community Development (PHD),Started App
38,Public Affairs/Community Development (PHD),Started App
32,Public Affairs/Community Development (PHD),Started App
37,Public Affairs/Community Development (PHD),Started App
23,Public Affairs/Community Development (PHD),Started App
49,Public Affairs/Community Development (PHD),Admit-Coming
29,Public Affairs/Community Development (PHD),Admit-Coming
36,Public Affairs/Community Development (PHD),Admit-Coming
36,Public Affairs/Community Development (PHD),Admit-Coming
27,Public Affairs/Community Development (PHD),Admit-Coming
26,Public Affairs/Community Development (PHD),Admit-Coming
58,Public Affairs/Community Development (PHD),Admit-Coming
54,Public Affairs/Community Development (PHD),Admit-Coming
47,Public Affairs/Community Development (PHD),Admit-Coming
30,Public Affairs/Community Development (PHD),Admit-Not Coming
29,Public Affairs/Community Development (PHD),Admit-Not Coming
28,Public Affairs/Community Development (PHD),Admit-Not Coming
54,Public Affairs/Community Development (PHD),Admit-Not Coming
28,Public Affairs/Community Development (PHD),Admit-Not Coming
33,Public Affairs/Community Development (PHD),Admit-Not Coming
26,Public Affairs/Community Development (PHD),Admit-Withdrawn
24,Public Affairs/Community Development (PHD),Admit-Withdrawn
31,Public Affairs/Community Development (PHD),Admit-Withdrawn
31,Public Affairs/Community Development (PHD),Admit-Withdrawn
29,Public Affairs/Community Development (PHD),Admit-Withdrawn
36,Public Affairs/Community Development (PHD),Admit-Withdrawn
32,Public Affairs/Community Development (PHD),Admit-Withdrawn
54,Public Affairs/Community Development (PHD),Admit-Withdrawn
41,Public Affairs/Community Development (PHD),Deferred to Fall
41,Public Affairs/Community Development (PHD),Withdrawn
41,Public Affairs/Community Development (PHD),Withdrawn
40,Public Affairs/Community Development (PHD),Withdrawn
40,Public Affairs/Community Development (PHD),Withdrawn
39,Public Affairs/Community Development (PHD),Withdrawn
33,Public Affairs/Community Development (PHD),Withdrawn
40,Teacher Ed - English as a Second Language (ESL) Certificate (NOD),Submitted App
46,Teacher Ed - Supervisory Certificate (NOD),Started App
33,"Teacher Ed - Teacher of Students with Disabilities, P-12 Certificate (NOD)",Started App
42,"Teacher Ed - Teacher of Students with Disabilities, P-12 Certificate (NOD)",Started App
25,"Teacher Ed - Teacher of Students with Disabilities, P-12 Certificate (NOD)",Started App
40,"Teacher Ed - Teacher of Students with Disabilities, P-12 Certificate (NOD)",Started App
26,"Teacher Ed - Teacher of Students with Disabilities, P-12 Certificate (NOD)",Started App
26,"Teacher Ed - Teacher of Students with Disabilities, P-12 Certificate (NOD)",Admit-Coming
38,"Teacher Ed - Teacher of Students with Disabilities, P-12 Certificate (NOD)",Admit-Coming
38,"Teacher Ed - Teacher of Students with Disabilities, P-12 Certificate (NOD)",Admit-Coming
27,"Teacher Ed - Teacher of Students with Disabilities, P-12 Certificate (NOD)",Admit-Not Coming
29,Teacher Education (MAT),Started App
32,Teacher Education (MAT),Started App
24,Teacher Education (MAT),Started App
37,Teacher Education (MAT),Started App
26,Teacher Education (MAT),Started App
23,Teacher Education (MAT),Started App
23,Teacher Education (MAT),Started App
21,Teacher Education (MAT),Started App
22,Teacher Education (MAT),Started App
23,Teacher Education (MAT),Started App
28,Teacher Education (MAT),Started App
28,Teacher Education (MAT),Started App
22,Teacher Education (MAT),Started App
23,Teacher Education (MAT),Started App
28,Teacher Education (MAT),Started App
50,Teacher Education (MAT),Started App
24,Teacher Education (MAT),Started App
52,Teacher Education (MAT),Started App
23,Teacher Education (MAT),Started App
27,Teacher Education (MAT),Started App
40,Teacher Education (MAT),Started App
38,Teacher Education (MAT),Started App
41,Teacher Education (MAT),Started App
48,Teacher Education (MAT),Started App
24,Teacher Education (MAT),Started App
31,Teacher Education (MAT),Submitted App
33,Teacher Education (MAT),Submitted App
28,Teacher Education (MAT),Complete App
29,Teacher Education (MAT),Complete App
37,Teacher Education (MAT),Complete App
34,Teacher Education (MAT),Complete App
22,Teacher Education (MAT),Admit
24,Teacher Education (MAT),Admit
21,Teacher Education (MAT),Admit-Coming
23,Teacher Education (MAT),Admit-Coming
26,Teacher Education (MAT),Admit-Coming
42,Teacher Education (MAT),Admit-Coming
39,Teacher Education (MAT),Admit-Coming
25,Teacher Education (MAT),Admit-Coming
22,Teacher Education (MAT),Admit-Coming
26,Teacher Education (MAT),Admit-Coming
28,Teacher Education (MAT),Admit-Coming
26,Teacher Education (MAT),Admit-Coming
22,Teacher Education (MAT),Admit-Coming
24,Teacher Education (MAT),Admit-Coming
22,Teacher Education (MAT),Admit-Coming
20,Teacher Education (MAT),Admit-Coming
23,Teacher Education (MAT),Admit-Coming
22,Teacher Education (MAT),Admit-Coming
27,Teacher Education (MAT),Admit-Coming
25,Teacher Education (MAT),Admit-Coming
30,Teacher Education (MAT),Admit-Coming
23,Teacher Education (MAT),Admit-Coming
25,Teacher Education (MAT),Admit-Coming
22,Teacher Education (MAT),Admit-Coming
24,Teacher Education (MAT),Admit-Coming
26,Teacher Education (MAT),Admit-Coming
28,Teacher Education (MAT),Admit-Coming
37,Teacher Education (MAT),Admit-Coming
24,Teacher Education (MAT),Admit-Coming
25,Teacher Education (MAT),Admit-Coming
23,Teacher Education (MAT),Admit-Coming
25,Teacher Education (MAT),Admit-Coming
28,Teacher Education (MAT),Admit-Coming
26,Teacher Education (MAT),Admit-Coming
31,Teacher Education (MAT),Admit-Coming
22,Teacher Education (MAT),Admit-Coming
46,Teacher Education (MAT),Admit-Coming
46,Teacher Education (MAT),Admit-Not Coming
24,Teacher Education (MAT),Admit-Not Coming
22,Teacher Education (MAT),Admit-Not Coming
24,Teacher Education (MAT),Admit-Not Coming
22,Teacher Education (MAT),Admit-Withdrawn
22,Teacher Education (MAT),Admit-Withdrawn
30,Teacher Education (MAT),Admit-Withdrawn
23,Teacher Education (MAT),Admit-Withdrawn
22,Teacher Education (MAT),Deferred to Fall
24,Teacher Education (MAT),Deferred to Spring
22,Teacher Education (MAT),Withdrawn
25,Teacher Education (MAT),Withdrawn
27,Teacher Education (MAT),Withdrawn
24,Teacher Education (MAT),Withdrawn
24,Teacher Education (MAT),Withdrawn
25,Teacher Education (MAT),Withdrawn
26,Teacher Education (MAT),Withdrawn
33,Teacher Education (MAT),Withdrawn
37,Teacher Education (MAT),Withdrawn
33,Teacher Education (MAT),Withdrawn
23,Teacher Education (MAT),Withdrawn
33,Teacher Education (MAT),Withdrawn
33,Teacher Education (MAT),Withdrawn
36,Teacher Education (MAT),Denied
30,Teacher Education (MAT),Denied
42,Teacher Education - Spanish (MAT),Started App
35,Teacher Education - Spanish (MAT),Started App
25,Teacher Education - Spanish (MAT),Submitted App
53,Teacher Education - Spanish (MAT),Admit
55,Teacher Education - Spanish (MAT),Admit-Coming
31,Teacher Education - Spanish (MAT),Admit-Coming
45,Teacher Education - Spanish (MAT),Admit-Coming
24,Teacher Education - Spanish (MAT),Admit-Coming
32,Teacher Education - Spanish (MAT),Admit-Not Coming
36,Teacher Education - Spanish (MAT),Admit-Not Coming
27,Teacher Education - Spanish (MAT),Admit-Not Coming
53,Teacher Education - Spanish (MAT),Deferred to Spring
25,Teacher Education - Spanish (MAT),Withdrawn
31,Teacher Education - Spanish (NOD),Admit-Coming
