ID,Degree Type,Final Recommended Decision,Domestic or INTL Applicant,Reporting Term,Age When Applied,Gender,Mailing City,Mailing State/Province,Mailing Country,SS Minimum Grade Last Year (Alpha),How did you hear about this program?,How did you hear about us Other,Military Status,First Generation,Created Date,Race,Current Rutgers uGrad Student,Current Rutgers Employee,Rutgers Graduate/Alumni,Parent/Legal Guardian Employed by RU,Parent Grandparent Rutgers Grad,Program Selection: Program Selection Name,Admissions Status
4231,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,25,Male,Manama,Kingdom of Bahrain,Bahrain,,College/Career Fair,,No,,6/8/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7100,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Female,Ahmedabad City,Gujarat,India,,Referral - Instructor,,No,,6/8/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5911,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,23,Male,Anand,Gujarat,India,,Web Initiative (Google Search),,No,,6/8/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
588,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,23,Female,Hyderabad,Telangana,India,,Web-Rutgers Graduate Admissions Page,,No,,6/8/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
259,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,27,Male,Delhi,DL,India,,,,No,,6/8/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6110,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,23,Male,Ahmedbaad,Gujarat,India,,Web-Program Site,,No,,6/8/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2256,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,28,Male,Gorgan,Golestan,"Iran, Islamic Republic Of",,Referral - Current Student,,No,,6/8/23,White,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2436,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,27,Male,Banqiao Dist.,New Taipei City,Taiwan (Province Of China),,Referral - Alumni,,No,,6/8/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7987,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,26,Male,Abu Dhabi,,United Arab Emirates,,Other/Unknown,Shorelight,No,,6/22/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7975,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,26,Female,Boston,Massachusetts,United States of America,,Social Media - LinkedIn,,No,,6/26/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3295,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,26,Male,Mumbai,Maharastra,India,,Web-Rutgers Graduate Admissions Page,,No,,6/26/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7767,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,22,Male,Karimnagar,Telangana,India,,,,No,,7/10/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5237,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Male,PUNE,Maharashtra,India,,Ad,,No,,4/5/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1974,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,27,Male,Mumbai,Maharashtra,India,,Web-Rutgers Graduate Admissions Page,,No,,4/6/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1161,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Mumbai,Maharashtra,India,,College/Career Fair,,No,,4/6/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9536,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,26,Male,GHAZIABAD,UTTAR PRADESH,India,,,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9640,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,24,Male,Vadodara,Gujarat,India,,Blog,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9248,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,27,Female,Hyderabad,Telangana,India,,Referral - Alumni,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3954,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Male,Mandapeta,Andhra Pradesh,India,,Social Media - LinkedIn,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5636,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Male,New Delhi,Delhi,India,,,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5314,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Bangalore,Karnataka,India,,Web Initiative (Google Search),,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9630,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,24,Male,Chengdu,Sichuan,China,,Web-Rutgers Graduate Admissions Page,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4915,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,22,Male,Hyderabad,Telangana,India,,Web-Program Site,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6803,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,30,Female,Shanghai,Shanghai,China,,Web-Program Site,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
958,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,28,Male,Mumbai,Maharashtra,India,,Web Initiative (Google Search),,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8978,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Mumbai,Maharashtra,India,,Web Initiative (Google Search),,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7500,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Tenali,Andhra Pradesh,India,,Web Initiative (Google Search),,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4400,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,kurnool,Andhra pradesh,India,,Web Initiative (Google Search),,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7424,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Kukshi,Madhya Pradesh,India,,Referral - Current Student,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7563,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,26,Male,Bengaluru,Karnataka,India,,Social Media - LinkedIn,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9646,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,26,Male,Pune,Maharashtra,India,,,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4796,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Female,Chang Chun,Jilin,China,,Referral - Alumni,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1285,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,28,Male,Bangalore,Karnataka,India,,Web-Program Site,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1432,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Bengaluru,KA,India,,Web-Program Site,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4413,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Indore,,India,,,,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7320,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Arsikere,Karnataka,India,,Web Initiative (Google Search),,No,,4/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7371,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Khammam,Telangana,India,,College/Career Fair,,No,,4/10/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1024,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,28,Female,Thane,Maharashtra,India,,Referral - Alumni,,No,,4/10/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5246,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,27,Male,Bengaluru,Karnataka,India,,Employer,,No,,4/10/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
786,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,22,Male,Jaipur,Rajasthan,India,,Web Initiative (Google Search),,No,,4/10/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4529,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,24,Male,Thane,Maharashtra,India,,Web Initiative (Google Search),,No,,4/10/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8845,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,22,Female,Guntur,andhra pradesh,India,,College/Career Fair,,No,,4/10/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6204,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,28,Male,Roorkee,Uttarakhand,India,,Information Card,,No,,4/10/23,,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4093,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Male,Hyderabad,Telangana,India,,Web-Program Site,,No,,4/11/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6141,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,28,Male,Hyderabad,Telangana,India,,Other/Unknown,Youtube,No,,4/17/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2279,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,22,Male,Tirupati,Andhra Pradesh,India,,Web Initiative (Google Search),,No,,4/18/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8719,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,24,Male,West Mambalam,Tamil Nadu,India,,Ad,,No,,4/18/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4277,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Male,Surat,Gujarat,India,,,,No,,4/18/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6396,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,30,Male,CHANDIGARH,CHANDIGARH,India,,Web Initiative (Google Search),,No,,4/18/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5644,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Singrauli,Madhya Pradesh,India,,Web-Rutgers Graduate Admissions Page,,No,,4/18/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1959,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Indore,Madhya Pradesh,India,,Web-Rutgers Graduate Admissions Page,,No,,4/18/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3714,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,28,Male,Mumbai,Maharashtra,India,,Web Initiative (Google Search),,No,,4/19/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1858,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,26,Male,Dubai,Dubai,United Arab Emirates,,Web Initiative (Google Search),,No,,4/20/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7433,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Mumbai,Maharashtra,India,,Referral - Alumni,,No,,4/26/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7528,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,29,Male,Hyderabad,Telangana,India,,,,No,,4/26/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8963,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,24,Male,Woodbridge,New Jersey,United States of America,,Referral - Current Student,,No,,4/26/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1153,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,29,Male,Nalgonda,Telangana,India,,Web-Rutgers Event Page,,No,,5/2/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1248,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2022,28,Male,Banswara,Rajasthan,India,,Web Initiative (Google Search),,,,4/25/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6365,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,25,Female,Mumbai,Maharashtra,India,,Web Initiative (Google Search),,,,4/29/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9753,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2022,25,Male,Adipur,Gujarat,India,,Web Initiative (Google Search),,,,5/6/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9767,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2022,28,Male,Jammu,IN,India,,College/Career Fair,,,,5/23/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2679,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2022,27,Female,Kolkata,,India,,Social Media - LinkedIn,,,,5/23/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3652,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,26,Male,Mhow,Madhya Pradesh,India,,Web Initiative (Google Search),,,,7/14/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
918,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,27,Male,Mumbai,Mahrashtra,India,,Web Initiative (Google Search),,,,7/27/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5528,"Master's (e.g. MA, MS, EdM, MFA)",Deny,Domestic,Spring 2023,24,Female,Medchal,Telangana,India,,Web-Rutgers Graduate Admissions Page,,,,7/29/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2404,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,24,Male,Visakhapatnam,Andhra Pradesh,India,,Web-Program Site,,,,8/1/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9006,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,23,Male,Surat,Gujarat,India,,Web-Program Site,,,,8/5/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9298,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,23,Male,Hyerabad,Telangana,India,,Web Initiative (Google Search),,,,8/17/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5863,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,24,Male,Guntur,522615,India,,Referral - Current Student,,,,8/23/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6155,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,25,Female,Hyderabad,Telangana,India,,,,,,8/25/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1686,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,25,Male,Vadodara,Gujarat,India,,Web-Program Site,,,,8/26/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2143,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,24,Male,Rajkot,Gujarat,India,,Web Initiative (Google Search),,,,8/31/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5809,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,25,Male,Hyderabad,Telangana,India,,Web-Rutgers Graduate Admissions Page,,,,9/4/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9356,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,27,Female,Shenzhen,Guangdong,China,,,,,,9/4/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7239,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,25,Male,Weifang City,Shandong Province,China,,,,,,9/13/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5172,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,26,Female,Jaipur,Rajasthan,India,,Web Initiative (Google Search),,,,9/14/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7153,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,23,Male,Chennai,Tamil Nadu,India,,Web-Program Site,,,,9/14/22,,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2446,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,24,Female,Ponda,Goa,India,,Web Initiative (Google Search),,,,9/30/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6604,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,24,Male,Kadapa,Andhra Pradesh,India,,College/Career Fair,,,,10/1/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,24,Female,Hyderabad,Telangana,India,,Social Media - LinkedIn,,,,10/17/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
666,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Male,Vishakhapatnam,Andhra Pradesh,India,,Blog,,,,11/24/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6853,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,31,Male,NOIDA,Uttar Pradesh,India,,,,No,,12/12/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
394,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,24,Male,Bangalore,Karnataka,India,,Other/Unknown,Friend,No,,12/13/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6743,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Female,Mumbai,Maharashtra,India,,Referral - Alumni,,No,,12/21/22,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3196,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,24,Male,Bangalore,Karnataka,India,,Web Initiative (Google Search),,No,,1/10/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6359,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,35,Male,Philadelphia,Pennsylvania,United States of America,,College/Career Fair,,No,,1/20/23,White,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4075,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,48,Male,Nanjing,Jiangsu,China,,Referral - Alumni,,No,,1/31/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9996,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,kathmandu,03,Nepal,,Web Initiative (Google Search),,No,,2/4/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2456,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Hyderabad,Telangana,India,,Social Media - Facebook,,No,,2/7/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5401,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Male,VISSANNAPETA,ANDHRA PRADESH,India,,Referral - Current Student,,No,,2/13/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6433,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,27,Female,Visakhapatnam,Andhra Pradesh,India,,Web-Program Site,,No,,3/3/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5401,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,36,Female,Morris Plains,New Jersey,United States of America,,Web-Rutgers Graduate Admissions Page,,No,,3/16/23,White,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2913,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Male,Pune,maharashtra,India,,Referral - Current Student,,No,,3/20/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8426,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Female,Chennai,Tamil Nadu,India,,Other/Unknown,Heard from a relative,No,,3/22/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8310,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,23,Male,Pune,Maharashtra,India,,Rutgers Employee,,No,,3/27/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7801,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,25,Male,Hyderabad,,India,,,,No,,8/11/23,,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6067,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,24,Male,Hyderabad,Telangana,India,,College/Career Fair,,No,,8/21/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2956,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,24,Male,Hyderabad,Telangana,India,,Other/Unknown,Shorelight,No,,8/25/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6272,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,23,Male,Camp Hill,Pennsylvania,United States of America,,Ad,,No,,8/28/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3494,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,25,Female,Hyderabad,Telangana,India,,Other/Unknown,Shorelight,No,,9/13/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1596,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,23,Male,Guntur,Andhra Pradesh,India,,,,No,,9/18/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2829,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,24,Male,Dongguan,Guangdong,China,,Ad,,No,,9/20/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9683,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,23,Male,Daqing,Heilongjiang,China,,,,No,,9/22/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8535,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,22,Male,GAJAPATI,ODISHA,India,,Other/Unknown,,No,,9/22/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5753,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,25,Female,Shanghai,,China,,Web-Program Site,,No,,9/25/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7793,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,29,Male,Lubbock,Texas,United States of America,,Web-Program Site,,No,,9/25/23,Black or African American,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2535,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,25,Male,Palghar,Maharashtra,India,,Referral - Alumni,,No,,9/25/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7312,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,23,Male,Ahmedabad,Gujarat,India,,Referral - Alumni,,No,,9/25/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5371,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,22,Female,Mukerian,Punjab,India,,Referral - Current Student,,No,,9/26/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7151,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,27,Male,NASHIK,MAHARASHTRA,India,,Other/Unknown,Agent,No,,10/10/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9091,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,25,Male,AMBALA,HARYANA,India,,Other/Unknown,Agent,No,,10/12/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6883,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,26,Male,Patiala,Punjab,India,,Web-Program Site,,No,,10/16/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1898,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,22,Female,Krishna,Andhra Pradesh,India,,College/Career Fair,,No,,10/17/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5890,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,"Eluru, Eluru",Andhra Pradesh,India,,Other/Unknown,Agent,No,,10/20/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2709,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Thane,Maharashtra,India,,Web-Program Site,,No,,10/26/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9642,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,31,Male,Wuxi,Jiangsu,China,,Event Email,,No,,11/5/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3532,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,24,Male,Guntur,Andhra Pradesh,India,,College/Career Fair,,No,,11/8/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6119,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Male,Mumbai,Maharashtra,India,,Web-Program Site,,No,,11/8/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1358,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Female,Vadodara,Gujarat,India,,Other/Unknown,Shorelight,No,,11/10/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8383,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2025,26,Female,Nagpur City,Maharashtra,India,,,,No,,11/30/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1908,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,29,Male,Mhow,Madhya Pradesh,India,,Webinar-Information Session,,No,,12/1/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
