ID,Degree Type,Final Recommended Decision,Domestic or INTL Applicant,Reporting Term,Age When Applied,Gender,Mailing City,Mailing State/Province,Mailing Country,SS Minimum Grade Last Year (Alpha),How did you hear about this program?,How did you hear about us Other,Military Status,First Generation,Created Date,Race,Current Rutgers uGrad Student,Current Rutgers Employee,Rutgers Graduate/Alumni,Parent/Legal Guardian Employed by RU,Parent Grandparent Rutgers Grad,Program Selection: Program Selection Name,Admissions Status
7787,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Male,Guntur,Andhra Pradesh,India,,,,No,,12/6/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9088,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,VIJAPUR,GUJARAT,India,,College/Career Fair,,No,,12/10/23,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2150,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Female,Taipei City,,Taiwan (Province of China),,,,No,,1/2/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8576,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Hyderabad,Telangana,India,,Web-Rutgers Graduate Admissions Page,,No,,1/9/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1477,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Ahmedabad,Gujarat,India,,,,No,,1/17/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1727,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,LUCKNOW,UTTAR PRADESH,India,,Other/Unknown,Education Agent,No,,1/18/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8684,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Male,Thane,Maharashtra,India,,Social Media - LinkedIn,,No,,1/20/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
853,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Male,Raigad,Maharashtra,India,,,,No,,1/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7623,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,21,Male,Khammam,Telangana,India,,Other/Unknown,Educational Agent,No,,1/24/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6882,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Nagpur City,Maharashtra,India,,Other/Unknown,"Shah Overseas Education, Nagpur, India",No,,1/27/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1416,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,32,Female,BALA CYNWYD,PA,United States of America,,Referral - Current Student,,No,,1/28/24,White,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3906,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,21,Male,Palnadu,Andhra Pradesh,India,,Other/Unknown,Educational Agent,No,,1/31/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
155,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Surat,Gujarat,India,,Other/Unknown,University Study,No,,2/2/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4861,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2025,23,Female,Tiruvuru,Andhra Pradesh,India,,Other/Unknown,University Study,No,,2/2/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8671,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Female,Florida,Florida,United States of America,,Other/Unknown,Shorelight,No,,2/2/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2860,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Female,HYDERABAD,Telangana,India,,,,No,,2/5/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4781,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Guntur,Andhra Pradesh,India,,Webinar-Information Session,,No,,2/5/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7140,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Male,Ahmedabad,Gujarat,India,,,,No,,2/7/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9267,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Medchal,Telangana,India,,,,No,,2/9/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8106,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2025,22,Female,Hyderabad,Telangana,India,,Web-Program Site,,No,,2/9/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8407,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Male,Limboni,Madhya Pradesh,India,,Other/Unknown,,No,,2/12/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6688,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,KOTHAGUDEM,TELANGANA,India,,Other/Unknown,Educational Agent,No,,2/14/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1392,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,32,Male,WARANGAL,ANDHRA PRADESH,India,,,,No,,2/14/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1896,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,21,Male,Ahmedabad,Gujarat,India,,,,No,,2/14/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5007,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,26,Male,Lahore,Punjab,Pakistan,,Web-Rutgers Graduate Admissions Page,,No,,2/14/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2301,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Chittoor,Andhra Pradesh,India,,Other/Unknown,Shorelight,No,,2/19/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9206,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Male,Medchal,Telangana,India,,College/Career Fair,,No,,2/20/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3360,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,40,Female,HYDERABAD,TELANGANA,India,,Other/Unknown,"Shah Overseas Education, Nagpur, India",No,,2/20/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8480,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Female,Anand,Gujarat,India,,Other/Unknown,AGENT - ESPI VISA CONSULTANTS PVT LTD,No,,2/22/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4702,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Male,Warangal,Telangana,India,,Other/Unknown,Shorelight,No,,2/27/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7565,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Chikballapur,,India,,Other/Unknown,University Study,No,,3/2/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2493,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Chittoor,Andhra Pradesh,India,,Web-Rutgers Graduate Admissions Page,,No,,3/4/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1622,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Male,Rangareddy,Telangana,India,,,,No,,3/5/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8242,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,hyderabad,telangana,India,,College/Career Fair,,No,,3/5/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7215,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,26,Male,Chennai,Tamil Nadu,India,,,,No,,3/7/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3461,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,21,Male,Visakhapatnam,Andhra Pradesh,India,,Other/Unknown,,No,,3/7/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9181,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Rangareddy,Telangana,India,,Other/Unknown,,No,,3/8/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9564,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,21,Male,Minsk,Minsk,Belarus,,,,No,,3/14/24,White,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7863,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Female,Hyderabad,telangana,India,,Social Media - Instagram,,No,,3/15/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7889,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,21,Male,Prakasam,Andhra Pradesh,India,,Other/Unknown,,No,,3/15/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6346,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Gir Somnath,Gujarat,India,,,,No,,3/15/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4937,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Female,Rangareddy,Telangana,India,,Web-Rutgers Graduate Admissions Page,,No,,3/19/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5788,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Surat,Gujarat,India,,Other/Unknown,Edwise International LLP,No,,3/20/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8932,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Female,MEDCHAL,TELANGANA,India,,Other/Unknown,Agent,No,,3/21/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6492,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,20,Female,Ahmedabad,Gujarat,India,,Web Initiative (Google Search),,No,,3/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7101,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Female,Hyderabad,Telangana,India,,Local Event Marketing,,No,,3/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5210,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,31,Female,North Bergen,New Jersey,United States of America,,Employer,,No,,3/25/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2226,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Female,Jayashankar Bhupalapally,Telangana,India,,Other/Unknown,,No,,3/26/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2723,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,28,Male,JAIPUR,RAJASTHAN,India,,Other/Unknown,Agent,No,,3/26/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5335,"Master's (e.g. MA, MS, EdM, MFA)",Deny,Domestic,Fall 2024,22,Female,Warangal,Telangana,India,,College/Career Fair,,No,,3/27/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9255,"Master's (e.g. MA, MS, EdM, MFA)",Deny,Domestic,Fall 2024,23,Female,Yadadri Bhongir,Telangana,India,,Web-Program Site,,No,,3/27/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1729,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Male,Miryalaguda,Telangana,India,,,,No,,3/27/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6522,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Nereducherla,Telangana,India,,,,No,,3/27/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3281,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Nidamanuru,Telangana,India,,,,No,,3/27/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4420,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Damaracharla,Nalgonda,India,,,,No,,3/28/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
487,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Male,Surat,Gujarat,India,,Social Media - LinkedIn,,No,,3/28/24,Black or African American,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4671,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Female,Hyderabad,Telangana,India,,,,No,,3/29/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
53,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Karimnagar,Telangana,India,,,,No,,3/30/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7325,"Master's (e.g. MA, MS, EdM, MFA)",Deny,Domestic,Fall 2024,22,Male,Miryalaguda,Telangana,India,,Ad,,No,,3/30/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7962,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Male,kurnool,Andhra pradesh,India,,,,No,,3/30/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7353,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,28,Female,Rangareddy,Telangana,India,,,,No,,4/1/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7200,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,21,Female,Krishna,Andhra Pradesh,India,,Other/Unknown,Education Counsellor,No,,4/1/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
6001,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Male,"Saptari, Bodebarsain",Province - 02,Nepal,,Other/Unknown,University Study,No,,4/2/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9216,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,31,Male,Hyderabad,Telangana,India,,Other/Unknown,University Study,No,,4/3/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2018,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Male,Karimnagar,Telangana,India,,Other/Unknown,University Study,No,,4/3/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5643,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,31,Male,Warangal,Telangana,India,,Other/Unknown,University Study,No,,4/4/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3084,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,21,Female,Sriramulu Nellore,Andhra Pradesh,India,,,,No,,4/6/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2856,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Amravati Rural,Maharashtra,India,,Other/Unknown,Shorelight,No,,4/8/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
428,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Hyderabad,Telangana,India,,Other/Unknown,Shorelight,No,,4/10/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8040,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Khammam,Telangana,India,,Other/Unknown,N/A,No,,4/12/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5142,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,27,Male,Ichalkaranji,Maharashtra,India,,,,No,,4/12/24,,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4672,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Male,Bangalore,Karnataka,India,,Ad,,No,,4/12/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3028,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Pune,Maharashtra,India,,Other/Unknown,,No,,4/12/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2603,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,26,Female,Devrukh,Maharashtra,India,,Web Initiative (Google Search),,No,,4/17/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4258,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Hyderabad,Telangana,India,,Webinar-Information Session,,No,,4/17/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
9299,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,27,Female,Dhaka,,Bangladesh,,Web-Program Site,,No,,4/17/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
742,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Female,Mumbai,Maharashtra,India,,Web-Rutgers Graduate Admissions Page,,No,,4/18/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3050,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Male,Bangalore,Karnataka,India,,Web Initiative (Google Search),,No,,4/18/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7509,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,21,Female,Ahmedabad,Gujarat,India,,Web Initiative (Google Search),,No,,4/18/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4472,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Jalandhar,Punjab,India,,Web Initiative (Google Search),,No,,4/18/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5402,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Female,Bangalore,Karnataka,India,,Web-Program Site,,No,,4/18/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1892,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Male,Mumbai,Maharashtra,India,,Blog,,No,,4/18/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3596,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Female,Patna,Bihar,India,,Other/Unknown,Google,No,,4/19/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8505,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Mumbai,Maharashtra,India,,College/Career Fair,,No,,4/19/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5516,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Ahmedabad,Gujarat,India,,Referral - Alumni,,No,,4/19/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4203,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,29,Female,Tirupati,Andhra Pradesh,India,,Referral - Alumni,,No,,4/22/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8575,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,27,Male,Taipei City,,Taiwan (Province of China),,,,No,,4/22/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
5753,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,28,Male,Beijing,,China,,College/Career Fair,,No,,4/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
4050,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Narasaraopet,Andhra Pradesh,India,,Ad,,No,,4/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
7468,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Thanjavur,Tamil Nadu,India,,Web Initiative (Google Search),,No,,4/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1770,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,40,Female,Scottsdale,Arizona,United States of America,,Other/Unknown,Internet,No,,4/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8958,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,21,Male,India,Telangana,India,,Other/Unknown,Madhavi Krupa Coaching and Overseas educational consultancy,No,,4/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1721,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,"Ahmedabad, Gujarat",Gujarat,India,,Other/Unknown,Agent - Disha Consultants,No,,4/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
3529,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Bengaluru,Karnataka,India,,Web Initiative (Google Search),,No,,4/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
8689,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Female,Bangalore,Karnataka,India,,Other/Unknown,US News,No,,4/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
308,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,23,Male,Chennai,Tamil Nadu,India,,Referral - Alumni,,No,,4/23/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
1454,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,26,Male,Mumbai,Maharashtra,India,,Web Initiative (Google Search),,No,,5/9/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
2435,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Female,Thane,Maharashtra,India,,Web-Program Site,,No,,5/9/24,Asian,No,No,,,0,Computer Science: Scientific Computing (MS),Denied
